Date,Open,High,Low,Close,Volume
2016-12-12,26.60596743652606,27.007557864545323,26.418088056420306,26.60831642150879,105497600
2016-12-13,26.735136431967717,27.223621450598035,26.714000939616316,27.052183151245117,174935200
2016-12-14,27.01695553890865,27.28937870469235,27.002865210674383,27.052183151245117,136127200
2016-12-15,27.096800435864353,27.41384712372149,27.06157461876966,27.20013427734375,186098000
2016-12-16,27.352785264167554,27.359830427382928,27.160209705361577,27.235361099243164,177404400
2016-12-19,27.195439883725292,27.566498918228756,27.18369674942266,27.392711639404297,111117600
2016-12-20,27.416197195856956,27.594682452131178,27.402106867539526,27.46551513671875,85700000
2016-12-21,27.43028898346556,27.5711976401844,27.425591012916154,27.491348266601562,95132800
2016-12-22,27.324600960848255,27.36217755110825,27.15785887300802,27.310510635375977,104343600
2016-12-23,27.14611772908611,27.36452674865723,27.14611772908611,27.364526748657227,56998000
2016-12-27,27.3645276658029,27.665135044726348,27.357482502314575,27.53831672668457,73187600
2016-12-28,27.599378083787446,27.716802262106704,27.289378324694646,27.420894622802734,83623600
2016-12-29,27.34808793064599,27.503088691993693,27.33634658893064,27.413846969604492,60158000
2016-12-30,27.395058826770576,27.52422433686921,27.108543569396325,27.20013427734375,122345200
2017-01-03,27.195442815311292,27.319912168633422,26.951200287843882,27.277639389038086,115127600
2017-01-04,27.207184664599474,27.362185456579052,27.183700184777074,27.247108459472656,84472400
2017-01-05,27.22362185678825,27.444379891756515,27.197788393472777,27.38566780090332,88774400
2017-01-06,27.42559157728358,27.749683465331987,27.35278915802671,27.69097137451172,127007600
2017-01-09,27.700360482143815,28.047936807388087,27.698013288846994,27.944602966308594,134247600
2017-01-10,27.89293658231401,28.03619421320241,27.78255936747025,27.97278594970703,97848400
2017-01-11,27.885891510553545,28.165361609722833,27.85301288615135,28.123088836669922,110354400
2017-01-12,27.923468263966495,28.0174079592573,27.761422334383614,28.005664825439453,108344800
2017-01-13,27.97278964085433,28.092562811873197,27.9023344127842,27.956350326538086,104447600
2017-01-17,27.7919517372599,28.238163942279545,27.763771083138028,28.181800842285156,137759200
2017-01-18,28.181805696313724,28.299229886715032,28.11369945087085,28.17945671081543,94852000
2017-01-19,28.040890954818707,28.20293508409636,28.03384579160019,28.1301326751709,102389200
2017-01-20,28.287481878743467,28.287481878743467,28.118392578760297,28.181800842285156,130391600
2017-01-23,28.181801835756314,28.372028424787445,28.127785927200804,28.200590133666992,88200800
2017-01-24,28.076121126217597,28.205286644435535,28.064377991947453,28.17475700378418,92844000
2017-01-25,28.28043555595925,28.67498082324832,28.24755693299771,28.623313903808594,129510400
2017-01-26,28.57399724734418,28.75483147347108,28.55755793512816,28.637407302856445,105350400
2017-01-27,28.684377008390122,28.733694946334545,28.557558685782737,28.639755249023438,82251600
2017-01-30,28.400212575685295,28.56460571289062,28.336804306120616,28.564605712890625,121510000
2017-01-31,28.451875197989793,28.508238294826374,28.32740587125668,28.498844146728516,196804000
2017-02-01,29.832779762023627,30.645356470374708,29.828083584315113,30.236719131469727,447940000
2017-02-02,30.055894973540585,30.387030241244812,30.00892422481423,30.185060501098633,134841600
2017-02-03,30.133395705383048,30.34006343089952,30.098169881034543,30.31422996520996,98029200
2017-02-06,30.32597110140327,30.64771222090989,30.27195339629498,30.598392486572266,107383600
2017-02-07,30.657099615551793,31.021115246056628,30.635964125758253,30.88960075378418,152735200
2017-02-08,30.847330369469695,31.05164727508566,30.81679893906686,31.00937271118164,92016400
2017-02-09,31.051827881602716,31.240521829340178,30.92681890602216,31.23344612121582,113399600
2017-02-10,31.242886575820343,31.356101518537173,31.146180421043944,31.162689208984375,80262000
2017-02-13,31.389122076688015,31.56366462585205,31.311285680400193,31.43865203857422,92141600
2017-02-14,31.481108703525784,31.863211362677106,31.429217774624007,31.846702575683594,132904800
2017-02-15,31.964637427740033,32.14153734889564,31.752355362930448,31.962276458740234,142492400
2017-02-16,32.00002263935263,32.054270952078625,31.80425292060184,31.92454719543457,90338400
2017-02-17,31.86557418498079,32.03775576869435,31.86557418498079,32.011810302734375,88792800
2017-02-21,32.13210049759858,32.254752116668676,32.073133857531545,32.242958068847656,98028800
2017-02-22,32.17927332557144,32.34202182919475,32.103797897232546,32.339664459228516,83347600
2017-02-23,32.40335748236329,32.42694198499453,32.148621100288445,32.2028694152832,83152800
2017-02-24,32.056624405971974,32.233524322509766,31.908027324388055,32.233524322509766,87106400
2017-02-27,32.34674426122313,32.41750495858338,32.14389884827764,32.297210693359375,81029600
2017-02-28,32.33258653087096,32.417498631322374,32.24295609177284,32.31135940551758,93931600
2017-03-01,32.52363392637608,33.05669095981799,32.45523421993588,32.971778869628906,145658400
2017-03-02,33.02131201202431,33.087354348125366,32.728836238550066,32.7760124206543,104844000
2017-03-03,32.73356623245074,32.981226880536276,32.68875100291619,32.96943283081055,84432400
2017-03-06,32.87271444030725,32.96706320399743,32.69109981839866,32.865638732910156,87000000
2017-03-07,32.7995999379788,33.01659671933114,32.73591496549394,32.90810012817383,69785200
2017-03-08,32.773652121225346,32.97414010214928,32.74299192107651,32.78544616699219,74828800
2017-03-09,32.72413503089309,32.735925482257066,32.32551988093303,32.70998001098633,88623600
