Date,Open,High,Low,Close,Volume
2016-12-12,32.11338458007247,32.74678404490601,32.08963002369398,32.5567626953125,31910100
2016-12-13,32.6755303876801,32.905138665428154,32.635943482620455,32.746788024902344,21159900
2016-12-14,32.699286177468345,32.89722374878509,32.40633941760011,32.54093551635742,26333400
2016-12-15,32.38258279483774,33.0001469539606,32.34299287055577,32.85763168334961,24486600
2016-12-16,32.976400928352284,33.05557474957752,32.794295703016424,32.99223327636719,27954500
2016-12-19,32.99223016904953,33.3960244720155,32.81804717470161,33.34851837158203,20563900
2016-12-20,33.38810954223043,33.855242351807924,33.36435799912425,33.62563705444336,21164400
2016-12-21,33.58603914670939,33.704802874613634,33.51478453431132,33.538536071777344,13753000
2016-12-22,33.44353050957379,33.87107333152161,33.38018904244826,33.823570251464844,17560600
2016-12-23,33.8789956677392,33.88691184172051,33.62563581630966,33.83148956298828,9645400
2016-12-27,33.831484958986636,33.91857796236731,33.665218145416574,33.76814651489258,11432700
2016-12-28,33.76814672338298,33.902742805593405,33.62563144793238,33.665218353271484,11026900
2016-12-29,33.67312984123056,33.886902724663926,33.67312984123056,33.776058197021484,12389200
2016-12-30,33.85523986255783,33.910665159543335,33.60979921440622,33.67313766479492,16674000
2017-01-03,33.799813373165684,34.06900854941309,33.66521729518557,34.061092376708984,26006600
2017-01-04,33.99775144507314,34.045257542901524,33.81564926716185,33.863155364990234,23203000
2017-01-05,33.92649413527135,33.958164867462,33.67313431832061,33.76814651489258,25711200
2017-01-06,33.62397674701579,33.63999615945287,33.007243117445626,33.0953483581543,32687900
2017-01-09,33.071316178376705,33.15942140686031,32.67884826660156,32.67884826660156,25484700
2017-01-10,32.56671508330179,32.887097173195315,32.230316638764634,32.686859130859375,21521900
2017-01-11,32.34244991366133,32.5987543670659,32.262352862353595,32.526668548583984,24536400
2017-01-12,32.49462805697734,32.92714294562613,32.43856165164027,32.8470458984375,19900300
2017-01-13,32.77496038737063,32.98320965660086,32.67083880814548,32.80699920654297,13932200
2017-01-17,32.83903787230647,32.95117068349585,32.64680801356041,32.92714309692383,22535800
2017-01-18,32.959183362266685,33.03126918053599,32.66282885638726,32.67884826660156,19476500
2017-01-19,32.75094123056482,32.85506589198094,32.60676956257041,32.839046478271484,16693300
2017-01-20,33.10336091165352,33.535872843133596,33.07132208550221,33.1994743347168,25164900
2017-01-23,33.20748061283666,33.69606198981152,33.15141419797631,33.63999557495117,25211300
2017-01-24,33.15941918937981,33.43174303403154,32.87908411246162,33.12738037109375,28701000
2017-01-25,33.10335397540275,33.215486788046135,32.75093307236354,33.15140914916992,21460500
2017-01-26,32.97520302611588,33.51985080649654,32.80700378507224,33.45577621459961,28137300
2017-01-27,33.62397122280168,33.88027566890462,33.43975259312706,33.64799880981445,19018300
2017-01-30,33.59193632114531,33.744119204349225,33.36767066849579,33.49582290649414,15876100
2017-01-31,33.383689804077086,33.792174104509066,33.3035958017619,33.76814651489258,25405400
2017-02-01,33.864260550510224,34.00843220163688,33.52786206814164,33.688053131103516,32082500
2017-02-02,33.65601148095897,33.69605847948864,32.798992879785374,32.983211517333984,29154300
2017-02-03,33.22349858650775,33.25553740943803,32.99923293677645,33.03927993774414,19151000
2017-02-06,33.05530329178378,33.05530329178378,32.823026380920595,32.88710403442383,11374900
2017-02-07,32.90311438394837,32.975197141196766,32.694865122820175,32.935150146484375,17312100
2017-02-08,32.975205284269734,33.09534935346577,32.89511127506611,33.00724411010742,15688300
2017-02-09,33.00723663274993,33.18344707954846,32.943162050980405,33.08733367919922,11362400
2017-02-10,33.03928126330085,33.18345291688104,32.99923426072645,33.14340591430664,12135600
2017-02-13,32.69487242914311,32.9511769190466,32.43055976066349,32.558712005615234,34361100
2017-02-14,32.414535940384795,32.662829162558666,32.366477709291416,32.63880157470703,19705300
2017-02-15,32.56671290650661,32.9511695554473,32.48661891708183,32.935150146484375,23322500
2017-02-16,32.935155290915894,33.12738517310724,32.86306946701794,33.03927993774414,16579700
2017-02-17,32.97520678434154,33.27156135373572,32.67084709120968,33.22350311279297,24156400
2017-02-21,33.135381931951486,33.43974453411832,33.09533494478488,33.42372512817383,17504400
2017-02-22,33.383697015348304,33.463791034964736,33.1994783259177,33.31161117553711,15656500
2017-02-23,33.39169578740304,33.63198388933576,33.271554791826816,33.599945068359375,19218500
2017-02-24,33.728099038809226,33.92833709716797,33.672032626900005,33.92833709716797,17043200
2017-02-27,33.88027962048919,33.88027962048919,33.42373708165817,33.49582290649414,17338500
2017-02-28,33.423739704323474,33.53587253944698,33.35165387383113,33.471797943115234,19338600
2017-03-01,33.463778327343405,33.78416039492843,33.2875709400225,33.672027587890625,23901000
2017-03-02,33.559895968428286,33.720083952499486,33.511837739972954,33.6960563659668,13183200
2017-03-03,33.680037629424824,33.68804886202242,33.44776077033465,33.64799880981445,17179400
2017-03-06,33.5038343392054,33.639994756154834,33.40771786859246,33.60795593261719,14177000
2017-03-07,33.55989987399587,33.63198569737295,33.41572822724171,33.543880462646484,16250900
2017-03-08,33.543881451924484,33.543881451924484,33.38369038909657,33.45577621459961,17881000
2017-03-09,33.527863424256665,33.74412090969369,33.43975818329448,33.59193801879883,17672600
2017-03-10,33.66402175985328,33.984403878869536,33.65601358180352,33.920326232910156,19734300
2017-03-13,33.8162031489422,33.97639114599062,33.78416432737644,33.936344146728516,14884200
2017-03-14,33.94435112392915,33.992406294862526,33.68003546223637,33.712074279785156,10063800
2017-03-15,33.752123559467364,34.152599639775026,33.7120765625146,34.112552642822266,21055900
2017-03-16,34.12056097651188,34.16861920630957,33.91231475816862,33.992408752441406,14601800
2017-03-17,34.11255496039044,34.16061319323279,33.936344495358725,34.12857437133789,24748900
2017-03-20,34.128573711988594,34.20065953216434,33.89629684082341,33.97639083862305,11851800
2017-03-21,34.00041866398696,34.0484738365274,33.63998959298415,33.70406723022461,20299000
2017-03-22,33.72008715608748,33.73610656709452,33.20747822542317,33.35966110229492,18547100
2017-03-23,33.343641691287885,33.56790733460596,33.167431225600694,33.35966110229492,14660400
2017-03-24,33.447764471291606,33.551889118851584,33.27155705471744,33.383689880371094,14202000
2017-03-27,33.31160034122279,33.43975256416327,33.143401121499046,33.23150634765625,13185200
2017-03-28,33.167430715058096,33.32762176727245,33.047286662049785,33.287574768066406,15586100
2017-03-29,33.271560165861914,33.43975942007032,33.15942732972298,33.1994743347168,14104200
2017-03-30,33.15141386684144,33.503834820032544,33.10335868623569,33.4477653503418,14773900
2017-03-31,33.47179377967422,33.551887778973935,33.279563903808594,33.279563903808594,17533500
2017-04-03,33.31961322270856,33.45577669746416,33.135394567184285,33.29558563232422,17979600
2017-04-04,33.29558351910403,33.40771634096795,33.15942310838076,33.39169692993164,12552700
2017-04-05,33.42373088713886,33.43174211918609,33.21548468475781,33.247520446777344,19955800
2017-04-06,33.27183904105828,33.296156738908216,32.9071044921875,32.9071044921875,20492300
2017-04-07,32.907113544843945,33.11785049411481,32.84227354714508,32.899009704589844,20335900
2017-04-10,32.907106371619555,32.971949447072355,32.672057952823195,32.72879409790039,18215000
2017-04-11,32.72879807213263,32.73690191160427,32.477535762074474,32.672061920166016,19610700
2017-04-12,32.59100716563716,32.88279484876924,32.477534864838745,32.874691009521484,22195800
2017-04-13,32.83417011911834,33.036800157871426,32.6234362392463,32.64775085449219,17556200
2017-04-17,32.66394805908203,32.81794880336704,32.59910808139971,32.66394805908203,12118600
2017-04-18,32.599109923510426,32.76931835291835,32.566688386893325,32.6234245300293,15920200
2017-04-19,32.680160673165275,32.7855291212269,32.57479222510364,32.6234245300293,23799500
2017-04-20,32.412697715259064,32.83416541461494,32.35595846799994,32.712589263916016,21715700
2017-04-21,32.60721479681343,32.71258324821991,32.26679792719129,32.36405944824219,23898100
2017-04-24,32.501847890539814,32.54237636046841,32.30732483919043,32.437007904052734,24033800
2017-04-25,32.48564107008275,32.62342797743388,32.169535692494165,32.37216567993164,38377800
2017-04-26,32.43701075758733,32.87469229945921,32.299220749862435,32.777427673339844,34352300
2017-04-27,32.72069308993067,32.74501079357095,32.3235400025061,32.34785461425781,22646100
2017-04-28,32.32353298075246,32.469426803346835,32.03174533556373,32.12090301513672,24995000
2017-05-01,32.161431092545556,32.17764186218363,31.65890960131808,31.691328048706055,24748600
2017-05-02,31.723751329031632,31.788594411142597,31.51301749594766,31.569753646850586,24852500
2017-05-03,31.561644624741305,31.59406616364892,30.92133623670061,31.123966217041016,33742700
2017-05-04,31.132068611030192,31.132068611030192,30.499864091112023,30.807859420776367,31449700
2017-05-05,30.864605224033237,31.375230633276615,30.824076747712546,31.25365447998047,21829200
2017-05-08,31.43195960577172,31.43195960577172,31.05912120719097,31.261751174926758,20139700
2017-05-09,31.229330400083803,31.245541168924788,30.9294389062456,30.978071212768555,21591400
2017-05-10,30.953750953132044,31.326592421858003,30.905121742519608,31.164487838745117,22608200
2017-05-11,31.16449235262105,31.245543109973035,30.969966206332806,31.15638542175293,16542900
2017-05-12,31.196912765502926,31.294174289189918,31.051018934028395,31.19691276550293,13770100
2017-05-15,31.22122558772735,31.35901248074574,31.132067907827018,31.27796173095703,21399000
2017-05-16,31.350908611806762,31.41574859319662,30.953752517700195,30.953752517700195,21599500
2017-05-17,30.953753038433266,30.953753038433266,30.35397005996333,30.36207389831543,29665800
2017-05-18,30.39449510045118,30.913227322130147,30.362073563624264,30.75922966003418,25743900
2017-05-19,30.832180968135862,31.034810964364063,30.710601733643596,30.994285583496094,20350600
2017-05-22,30.994282254591788,31.083436846170418,30.9375430172046,31.00238609313965,14822000
2017-05-23,31.010489293660903,31.14017235097479,30.969963917979307,31.05101776123047,13535300
2017-05-24,31.051014449120668,31.091539820479554,30.86459526735968,30.92133140563965,15603900
2017-05-25,30.897023558611608,31.07533895969894,30.88891971851156,30.986181259155273,14892500
2017-05-26,30.969971084525287,31.0023926293282,30.807866452399427,30.897024154663086,13725900
2017-05-30,30.95375296867123,31.350909068564036,30.95375296867123,31.245540618896484,20527200
2017-05-31,31.326598501440095,31.50491079477052,31.213123106917372,31.229333877563477,24040400
2017-06-01,31.350915634379955,31.52112410202876,31.221232550663448,31.504913330078125,17691200
2017-06-02,31.610281801812974,31.67512488961553,31.41575563029391,31.504913330078125,18529000
2017-06-05,31.45627593994141,31.496801313353156,31.26174981892209,31.456275939941406,13821900
2017-06-06,31.431957180514356,31.545429458988927,31.32659183158094,31.39143180847168,16218300
2017-06-07,31.488693595914427,31.504904363251207,31.237434431913623,31.415746688842773,16429400
2017-06-08,31.415752829989312,31.480595912011953,31.140175915169742,31.205018997192383,20272000
2017-06-09,31.31039183039388,31.448178761094237,31.24554873931929,31.440074920654297,18398300
2017-06-12,31.440061004408854,31.910160839065316,31.440061004408854,31.66700553894043,22779900
2017-06-13,31.618382071376523,31.618382071376523,31.26986133540418,31.35091209411621,18842100
2017-06-14,31.44006935487875,31.45628012477764,31.205017829177233,31.383333206176758,16356200
2017-06-15,31.34280083924483,31.52922312396365,31.31848623336317,31.4805908203125,16686200
2017-06-16,31.585961086847355,31.610275694130987,31.33469880799381,31.57785415649414,29734700
2017-06-19,31.594066775684755,31.594066775684755,31.359015251883353,31.537330627441406,20957800
2017-06-20,31.42385922841128,31.54543536730998,31.28606922739349,31.334701538085938,21738800
2017-06-21,31.302273606678348,31.342798978037234,30.67817299371104,30.92133140563965,24597700
2017-06-22,30.95375479344356,31.08343785764559,30.775442512595863,30.880807876586914,16201000
2017-06-23,30.929438090543606,30.929438090543606,30.653861211290664,30.75922966003418,22906600
2017-06-26,30.751119898912094,31.02669675279522,30.686279923115404,30.92133140563965,18403800
2017-06-27,30.92133900097247,30.92133900097247,30.475550530860975,30.556604385375977,19862000
2017-06-28,30.702498022552525,30.856495707249806,30.621444168589445,30.751127243041992,20345200
2017-06-29,30.69438832537398,30.783546010755273,30.491758346557614,30.491758346557617,23717900
2017-06-30,30.58091926574707,30.694391571181374,30.42692157864172,30.58091926574707,22540700
2017-07-03,30.670073362658744,30.905124877420793,30.621441055225475,30.888914108276367,11124300
2017-07-05,30.888920314406704,30.969971084525287,30.678183365076478,30.897024154663086,20084900
2017-07-06,30.864174731714478,30.954493381480486,30.52753448486328,30.52753448486328,20807700
2017-07-07,30.52753675865909,30.568589839206222,30.231949567280903,30.36332130432129,20840800
2017-07-10,30.346899278155444,30.44543042950379,30.231949400398296,30.240161895751953,22775200
2017-07-11,30.240161296520757,30.26479251779513,30.002049050371177,30.051311492919922,21588500
2017-07-12,30.174474461519722,30.297636834630527,30.059524583762578,30.240161895751953,17486300
2017-07-13,30.00204456037022,30.051306995546522,29.714666782530653,29.731088638305664,30230100
2017-07-14,29.74751582898692,29.87067820331301,29.698250252826625,29.804990768432617,23561400
2017-07-17,29.82141033413868,29.928150841537228,29.763935399112317,29.87888526916504,20546800
2017-07-18,29.91173232337702,29.91173232337702,29.451929659685455,29.550460815429688,29145900
2017-07-19,29.583295991999197,29.665405273437496,29.402661837132584,29.6654052734375,26281300
2017-07-20,29.829627065621718,30.149845501148707,29.690042823483328,29.98563003540039,31892500
2017-07-21,29.90351638526351,30.059522464491618,29.77214465821034,29.977413177490234,20150800
2017-07-24,29.977418318158797,30.010262038591545,29.706465454962565,29.74751853942871,22403500
2017-07-25,29.796780433787863,29.969205246504,29.665408700459018,29.73930549621582,29447000
2017-07-26,29.739306416409633,31.28292354774887,29.739306416409633,31.225448608398438,72431800
2017-07-27,31.365036685047144,32.43243257370104,31.365036685047144,32.35853576660156,61987000
2017-07-28,32.22715341127836,32.572002976197,31.88230384635972,32.02188491821289,36012900
2017-07-31,31.997253701332596,32.12862541160855,31.79198520826713,32.02188491821289,28481300
2017-08-01,32.22715735449182,32.243579211804224,31.783776603504066,31.92336082458496,29374500
2017-08-02,32.005468194455986,32.01368068949858,31.233659664356637,31.42250633239746,34610500
2017-08-03,31.389658672608338,31.61134902866723,31.323974381266115,31.43071174621582,18852200
2017-08-04,31.562082423725975,31.62776984505805,31.233654713511527,31.55387306213379,16317000
2017-08-07,31.56208775982311,31.72630320876802,31.50461282251477,31.627775192260742,16825700
2017-08-08,31.660620102967556,31.808413699378992,31.42250784962143,31.49640464782715,15435800
2017-08-09,31.36503291014468,31.52924836528509,31.25008303119118,31.49640464782715,19706700
2017-08-10,31.422502762416055,31.64419312114223,31.348605976173996,31.356815338134766,21305400
2017-08-11,31.44714011267626,31.479983831221464,31.2582934292654,31.28292465209961,13279000
2017-08-14,31.397878821137365,31.66062231485822,31.348613241508637,31.611356735229492,17163600
2017-08-15,31.611352972959732,31.652406051689596,31.209025284249172,31.33218765258789,14820400
2017-08-16,31.3321963730354,31.479990003316466,31.167980880261997,31.389671325683594,14973300
2017-08-17,31.332191521865873,31.381457101715096,30.855970111921465,30.87238883972168,21994000
2017-08-18,30.79027511960868,30.880593761103334,30.54395354508156,30.683534622192383,23017900
2017-08-21,30.782071675562154,31.11049946068883,30.71638423924721,30.855968475341797,17309100
